county,rate,num1,num2,num3
Lassen,30.8825,15.89,54.86,9.0775
Plumas,29.03,12.995,61.2775,10.0325
Trinity,21.9825,8.325,61.15,8.8425
Humboldt,17.4225,11.1375,26.0625,3.5875
Tuolumne,15.975,7.52,30.145,5.2175
Lake,15.605,9.0325,27.3725,3.9475
Del Norte,14.0775,4.9575,35.1325,6.0075
Mendocino,12.6325,6.5925,22.35,3.6675
Santa Cruz,11.45,7.81,16.305,2.055
Mariposa,10.89,2.965,37.925,5.445
Glenn,10.8,2.94,30.9725,5.4
Shasta,10.765,6.715,16.5975,2.3475
Modoc,10.4975,2.86,55.9275,5.25
Marin,10.1525,6.64,14.92,1.9975
Butte,10.1175,6.4925,15.175,2.0825
Sonoma,9.415,6.8525,12.625,1.41
Stanislaus,9.06,6.665,12.0525,1.32
El Dorado,9.005,5.24,14.5375,2.205
Ventura,8.375,6.4975,10.625,1.02
San Joaquin,8.08,6.1075,10.5125,1.0825
San Luis Obispo,7.61,4.8275,11.5925,1.61
San Diego,7.495,6.545,8.5425,0.5025
Kings,7.315,3.76,12.99,2.1475
Fresno,7.145,5.51,9.1125,0.89
Siskiyou,6.7475,2.555,18.77,2.715
Imperial,6.6825,3.3825,11.9225,1.9925
Calaveras,6.4875,1.77,18.5975,3.24
Orange,6.2425,5.3725,7.2125,0.4625
Kern,5.9775,4.4125,7.915,0.86
Sacramento,5.7175,4.535,7.1225,0.64
Placer,5.165,3.0525,8.2325,1.2325
Amador,5.16,1.405,17.975,2.58
Colusa,4.745,1.2925,25.275,2.3725
California,4.555,4.3375,4.775,0.11
Sutter,4.3025,1.96,10.3775,1.47
Contra Costa,4.26,3.085,5.74,0.6525
Yolo,4.1175,1.8275,8.07,1.4325
Napa,3.77,1.51,8.57,1.4425
Riverside,3.7125,2.9325,4.6325,0.42
San Benito,3.7,1.5975,12.4025,1.3075
Merced,3.6225,1.665,6.8625,1.2025
Santa Clara,3.56,2.7275,4.575,0.4525
Monterey,3.2325,1.735,5.5125,0.885
Nevada,3.0675,1.16,8.5325,1.235
Tulare,2.845,1.65,4.81,0.6975
Yuba,2.825,0.77,9.84,1.415
Los Angeles,2.5975,2.285,2.9375,0.165
Solano,2.45,1.185,4.495,0.77
San Mateo,2.3075,1.34,3.725,0.57
Madera,2.055,0.7775,5.715,0.8275
Tehama,1.61,0.4375,8.575,0.805
Santa Barbara,1.4625,0.63,3.0975,0.5175
San Francisco,1.41,0.785,2.46,0.365
Alameda,1.3025,0.795,2.03,0.295
San Bernardino,1.2025,0.77,1.79,0.2475
Alpine,0.0,0.0,289.55,0.0
Inyo,0.0,0.0,20.02,0.0
Mono,0.0,0.0,26.97,0.0
Sierra,0.0,0.0,109.36,0.0
Unknown,,0.0,,
