county,rate,num1,num2,num3
Plumas,31.845,15.025,66.5525,10.6175
Lake,29.7825,18.59,45.9075,6.495
Del Norte,25.165,10.2875,51.6975,9.425
Trinity,22.3275,11.5375,59.5975,6.445
Inyo,16.3025,6.1725,45.3475,6.56
Lassen,15.5375,6.2125,35.3175,5.95
Humboldt,14.855,9.215,22.815,3.25
Mendocino,12.59,6.7375,22.1325,3.57
Shasta,11.73,7.4725,17.73,2.4475
Tuolumne,11.125,4.98,23.4775,3.8425
Modoc,10.9775,2.99,58.4725,5.4875
Santa Cruz,10.025,6.74,14.4625,1.8625
Colusa,9.35,2.55,32.565,4.675
San Joaquin,9.0825,6.9925,11.595,1.135
San Francisco,8.9225,7.03,11.17,1.025
San Benito,8.68,3.4725,19.725,3.3225
Amador,8.1975,2.235,23.5125,4.1025
Nevada,8.1525,3.6175,15.98,2.8325
San Diego,8.065,7.115,9.1075,0.5
Madera,7.89,4.11,13.75,2.2625
Orange,7.85,6.9,8.9,0.5025
Ventura,7.7275,5.985,9.8325,0.95
San Luis Obispo,7.6025,4.78,11.5475,1.62
Sacramento,7.5875,6.2525,9.135,0.715
Sutter,7.3675,3.1125,15.0525,2.7075
Glenn,7.1575,3.09,24.0025,2.53
Calaveras,6.73,2.55,18.725,2.71
Merced,6.4575,3.815,10.2875,1.5375
Imperial,6.1975,3.1025,11.07,1.86
Monterey,6.06,3.9675,8.87,1.1825
Kings,5.97,2.8075,11.2675,1.9525
Mariposa,5.64,1.5375,30.0375,2.82
Riverside,5.6175,4.7,6.67,0.49
Fresno,5.235,3.895,6.89,0.7325
Kern,5.1975,3.8,6.9475,0.77
California,5.035,4.8125,5.2675,0.115
Butte,4.5,2.46,8.025,1.21
Napa,4.275,1.915,9.02,1.475
Tulare,3.96,2.43,6.19,0.89
Santa Barbara,3.895,2.28,6.23,0.9425
Yolo,3.865,1.765,7.54,1.32
Contra Costa,3.83,2.7825,5.1625,0.58
Marin,3.48,1.64,6.57,1.135
Stanislaus,3.42,2.0825,5.3525,0.78
Placer,3.27,1.7525,5.6575,0.9125
Tehama,3.175,0.865,11.06,1.59
Los Angeles,2.91,2.585,3.26,0.17
Santa Clara,2.835,2.13,3.6975,0.385
Solano,2.8275,1.505,4.895,0.7925
Alameda,2.78,2.0225,3.725,0.415
San Bernardino,2.7225,2.08,3.515,0.3525
San Mateo,2.6675,1.65,4.0975,0.585
Sonoma,2.425,1.32,4.1725,0.665
El Dorado,1.1,0.3,3.835,0.55
Alpine,0.0,0.0,322.45,0.0
Mono,0.0,0.0,26.28,0.0
Sierra,0.0,0.0,121.54,0.0
Siskiyou,0.0,0.0,8.45,0.0
Yuba,0.0,0.0,5.03,0.0
Unknown,,0.0,,
