county,rate,num1,num2,num3
Mendocino,65.94,46.7225,90.445,10.665
San Francisco,63.9875,56.3325,72.3975,4.03
Lake,57.2875,37.67,83.7025,11.105
Kern,51.035,43.6225,59.355,3.935
Trinity,46.635,15.6725,108.395,20.5825
Ventura,36.05,30.3775,42.485,3.02
Orange,33.4875,30.455,36.745,1.5875
Butte,32.2725,24.33,42.065,4.3525
Shasta,31.725,23.3575,42.235,4.6175
Stanislaus,30.8275,24.2575,38.63,3.555
Del Norte,29.3525,9.87,68.2325,12.9575
Nevada,28.96,18.685,42.9625,5.845
Sonoma,28.4075,22.8825,34.8725,2.9725
Riverside,28.2775,24.965,31.915,1.745
San Luis Obispo,28.1075,21.19,36.5975,3.785
Humboldt,27.7675,18.54,40.0475,5.205
Sutter,27.6575,15.3525,46.735,7.3525
San Diego,27.405,24.8475,30.1525,1.335
San Joaquin,26.35,20.47,33.395,3.19
Inyo,25.92,9.815,72.105,10.43
California,25.51,24.715,26.325,0.4095
Yuba,24.935,12.83,44.2925,7.325
Marin,24.1075,17.6175,32.265,3.5825
Siskiyou,24.09,10.4,47.47,8.52
Los Angeles,23.5925,21.7875,25.51,0.9425
Tulare,23.0,16.115,32.035,3.86
San Bernardino,22.8,19.3675,26.6775,1.8275
Calaveras,22.16,9.835,43.445,7.705
Tuolumne,21.56,11.2575,39.7675,6.165
Mariposa,20.91,7.92,58.1725,8.415
Glenn,19.5425,7.4,54.3625,7.8625
El Dorado,19.1325,12.9875,27.395,3.4775
Contra Costa,18.445,14.965,22.4975,1.8675
Sacramento,18.1725,15.225,21.5325,1.57
Madera,18.0175,9.275,32.575,5.375
Santa Barbara,17.9,12.6175,24.7025,2.94
Santa Cruz,16.74,11.0575,24.41,3.22
Imperial,16.51,5.8125,41.205,7.0425
Merced,15.56,8.5725,26.355,4.17
Lassen,14.94,5.6575,41.565,6.0125
San Mateo,14.615,10.715,19.4725,2.1475
Solano,14.4175,9.5075,21.125,2.795
Alameda,13.9,10.9925,17.3425,1.57
Modoc,13.8625,3.7775,73.8475,6.93
Tehama,13.71,5.9175,29.1225,4.845
Amador,13.59,4.7825,33.9225,5.8025
Kings,13.5025,5.52,27.7375,5.06
Placer,13.235,9.4325,18.07,2.11
San Benito,13.2,5.0,36.7175,5.31
Plumas,12.59,3.43,43.85,6.295
Fresno,11.4425,7.98,15.905,1.93
Santa Clara,11.04,8.665,13.87,1.285
Napa,10.895,4.96,21.24,3.72
Monterey,9.7425,5.2625,16.595,2.6675
Yolo,1.865,0.805,6.255,0.66
Alpine,0.0,0.0,466.36,0.0
Colusa,0.0,0.0,43.61,0.0
Mono,0.0,0.0,40.5,0.0
Sierra,0.0,0.0,137.64,0.0
Unknown,,0.0,,
