county,rate,num1,num2,num3
San Francisco,40.59,34.4,47.585,3.2925
Lake,39.3175,23.71,61.76,9.0625
Mariposa,28.14,9.91,70.235,12.01
Colusa,26.46,7.21,92.145,13.23
Lassen,24.525,8.2475,57.0125,10.8275
Kern,22.0375,17.1325,27.9225,2.665
Trinity,19.09,5.2,66.475,9.545
Humboldt,18.1625,10.945,28.35,4.1575
Mendocino,17.3,8.605,31.555,5.315
Sonoma,16.6375,12.54,21.6725,2.245
Madera,16.5825,8.075,31.06,5.2825
Amador,16.125,6.4475,36.6525,6.1725
Imperial,15.57,4.245,44.6575,7.785
Santa Cruz,15.57,10.125,22.9375,3.09
Orange,14.9925,12.9825,17.225,1.0625
Riverside,14.5475,12.17,17.2625,1.27
San Diego,14.1375,12.34,16.12,0.945
Ventura,13.7975,10.3775,17.9925,1.8725
San Mateo,13.78,9.985,18.5525,2.095
Yuba,13.4725,6.0325,28.4375,4.655
Stanislaus,13.27,9.05,18.7975,2.365
California,12.925,12.3575,13.5125,0.2925
Los Angeles,12.655,11.3625,14.055,0.68
Plumas,12.57,5.4275,42.15,4.445
Solano,11.83,7.3775,18.0325,2.5525
Merced,11.7375,5.525,22.15,3.835
Sacramento,10.7575,8.5,13.435,1.2225
Contra Costa,10.6,8.0075,13.775,1.4175
Marin,10.55,6.5675,16.1875,2.2975
Placer,9.88,6.65,14.16,1.8175
San Bernardino,9.7875,7.5025,12.5575,1.245
Shasta,9.53,5.225,15.98,2.54
San Benito,9.4225,4.0675,31.6025,3.3325
Santa Barbara,9.3975,5.7425,14.605,2.1125
Nevada,9.28,4.5975,17.795,2.83
Santa Clara,9.135,7.0,11.7575,1.1675
Inyo,8.885,2.42,47.335,4.4425
Fresno,8.05,5.17,11.965,1.635
Calaveras,7.985,3.0225,22.2125,3.2125
Alameda,7.8,5.6825,10.4675,1.17
San Luis Obispo,7.515,4.3725,12.2525,1.86
Monterey,7.475,3.7175,13.6375,2.2975
San Joaquin,6.895,4.1625,10.9,1.595
Glenn,6.89,1.8775,36.695,3.445
Sutter,6.5775,1.7925,18.86,3.2925
El Dorado,5.955,2.8,11.23,1.9425
Butte,5.8675,2.89,10.7275,1.815
Del Norte,5.585,1.5225,29.76,2.7925
Tuolumne,4.53,1.235,15.77,2.265
Napa,4.0675,1.54,11.315,1.635
Yolo,3.77,1.03,9.64,1.88
Siskiyou,2.945,0.8025,15.695,1.4725
Tehama,2.2725,0.62,12.105,1.1375
Tulare,2.25,0.615,6.4425,1.125
Kings,2.0225,0.55,10.77,1.01
Alpine,0.0,0.0,501.21,0.0
Modoc,0.0,0.0,53.46,0.0
Mono,0.0,0.0,39.37,0.0
Sierra,0.0,0.0,147.44,0.0
Unknown,,0.0,,
