county,rate,num1,num2,num3
Trinity,132.45,36.0875,705.5675,66.225
Lassen,110.255,30.04,383.975,55.125
Lake,100.35,45.725,241.98,34.2725
Mariposa,99.5025,27.11,530.0525,49.75
Colusa,78.3075,21.3375,417.1525,39.155
San Francisco,65.86,46.87,90.3,10.575
Mendocino,59.3125,22.4575,164.9975,23.865
Humboldt,58.1475,33.2375,134.65,14.5375
Siskiyou,42.9375,11.7,228.7275,21.4675
Kern,26.7775,14.665,45.4175,7.2225
Solano,24.9375,10.5375,50.945,9.165
San Luis Obispo,19.85,7.515,55.22,7.985
Nevada,17.345,4.725,92.405,8.6725
Sacramento,15.8575,9.345,25.7275,3.855
San Mateo,15.28,7.0575,29.7125,5.17
Marin,14.715,4.0125,42.2125,7.3575
Merced,13.455,3.665,46.85,6.725
Ventura,12.5425,5.3,25.6275,4.61
Santa Cruz,11.93,3.25,41.545,5.965
Placer,11.7225,3.195,33.6275,5.865
California,11.445,10.148,12.8575,0.68
San Diego,11.385,7.3025,17.005,2.3275
Madera,11.1375,3.035,59.325,5.5675
Imperial,10.0875,2.7475,53.735,5.045
Sonoma,9.3575,3.5425,26.03,3.765
Los Angeles,9.1875,7.0375,11.7925,1.1725
Orange,8.51,5.165,13.2525,1.93
San Bernardino,8.4975,4.435,15.035,2.465
Alameda,8.4,4.5525,15.35,2.3175
Monterey,7.9925,3.45,26.8025,2.825
Riverside,7.9,4.1125,13.7725,2.2625
Contra Costa,7.4875,3.3525,15.8025,2.5875
Santa Clara,6.9675,3.2775,13.1475,2.275
Stanislaus,6.2,1.69,21.6,3.1
Fresno,5.55,1.515,15.92,2.775
San Joaquin,4.42,1.205,15.395,2.21
Alpine,0.0,0.0,6360.14,0.0
Amador,0.0,0.0,143.54,0.0
Butte,0.0,0.0,30.41,0.0
Calaveras,0.0,0.0,131.09,0.0
Del Norte,0.0,0.0,243.49,0.0
El Dorado,0.0,0.0,28.57,0.0
Glenn,0.0,0.0,242.21,0.0
Inyo,0.0,0.0,371.49,0.0
Kings,0.0,0.0,45.3,0.0
Modoc,0.0,0.0,751.3,0.0
Mono,0.0,0.0,400.1,0.0
Napa,0.0,0.0,40.12,0.0
Plumas,0.0,0.0,360.59,0.0
San Benito,0.0,0.0,92.2,0.0
Santa Barbara,0.0,0.0,15.69,0.0
Shasta,0.0,0.0,35.79,0.0
Sierra,0.0,0.0,2349.6,0.0
Sutter,0.0,0.0,64.68,0.0
Tehama,0.0,0.0,99.08,0.0
Tulare,0.0,0.0,14.7,0.0
Tuolumne,0.0,0.0,118.84,0.0
Yolo,0.0,0.0,32.04,0.0
Yuba,0.0,0.0,87.29,0.0
Unknown,,0.0,,
