county,rate,num1,num2,num3
San Francisco,43.2725,39.0725,47.8175,2.2
Sonoma,20.7025,16.905,25.1075,2.0375
Nevada,18.035,11.16,28.075,4.0125
Inyo,16.59,4.5225,47.5875,8.295
Mendocino,16.1475,9.005,26.9325,4.2275
Kern,15.2825,12.875,18.02,1.28
San Diego,12.1225,10.985,13.3525,0.595
Orange,12.09,10.9275,13.3475,0.61
San Luis Obispo,11.6525,8.06,16.3325,2.01
Riverside,10.9825,9.725,12.36,0.66
Del Norte,10.725,4.0625,29.84,4.315
San Bernardino,10.3175,9.0225,11.7425,0.6825
Ventura,10.18,8.21,12.505,1.065
Imperial,9.84,5.965,15.435,2.2525
Stanislaus,9.72,7.3725,12.6125,1.2875
Los Angeles,9.675,9.0825,10.305,0.3125
Contra Costa,9.3175,7.6475,11.2425,0.895
Marin,8.525,5.43,12.8275,1.775
Lake,7.75,3.74,17.095,2.4375
San Mateo,7.55,5.7475,9.745,0.9825
Humboldt,7.4175,4.1625,13.1275,1.9425
Alameda,6.96,5.76,8.33,0.6375
San Joaquin,6.6,4.94,8.65,0.9125
Lassen,6.4875,2.8,21.76,2.295
Placer,6.435,4.2,9.42,1.26
Merced,6.39,3.85,10.0475,1.475
Yuba,6.25,2.5,14.21,2.395
Tulare,6.1625,4.1775,8.805,1.1175
Solano,5.77,3.825,8.3925,1.1025
Monterey,5.275,3.36,7.9025,1.0925
El Dorado,5.1125,2.495,9.365,1.5975
Amador,4.9825,2.15,16.71,1.7625
Santa Cruz,4.7625,2.56,8.1225,1.3125
Colusa,4.605,1.255,24.535,2.3025
Siskiyou,4.595,1.25,16.01,2.3
Santa Clara,4.3525,3.4925,5.3725,0.465
Fresno,4.2625,3.105,5.7225,0.64
Sutter,4.04,1.4225,10.08,1.725
Shasta,3.875,1.8125,7.77,1.265
Napa,3.64,1.525,8.22,1.36
Yolo,3.605,1.645,7.04,1.23
Glenn,3.4975,0.9525,18.6275,1.7475
Sacramento,3.445,2.61,4.475,0.455
Kings,3.2225,1.35,7.2725,1.2025
San Benito,3.125,0.85,10.88,1.56
Butte,2.7175,1.215,5.735,0.94
Santa Barbara,2.2325,1.1275,4.055,0.6775
Calaveras,2.1775,0.5925,11.6,1.09
Madera,1.89,0.5175,5.4275,0.945
Tuolumne,1.84,0.5025,9.8025,0.92
Tehama,1.5225,0.415,8.115,0.7625
Alpine,0.0,0.0,329.95,0.0
Mariposa,0.0,0.0,21.44,0.0
Modoc,0.0,0.0,41.68,0.0
Mono,0.0,0.0,25.56,0.0
Plumas,0.0,0.0,19.42,0.0
Sierra,0.0,0.0,121.99,0.0
Trinity,0.0,0.0,30.17,0.0
