county,rate,num1,num2,num3
San Francisco,50.6725,32.45,76.0675,10.4525
Mendocino,44.34,16.79,123.3475,17.84
Napa,24.02,10.37,80.5625,8.4925
Humboldt,21.78,5.935,75.85,10.89
Lake,20.1775,5.4975,107.485,10.09
Sonoma,17.545,8.28,36.665,5.85
San Bernardino,16.01,9.5325,25.6575,3.8125
Kern,15.58,7.3525,32.5575,5.1925
Madera,13.265,3.615,70.66,6.6325
Riverside,11.585,6.5825,19.22,2.9725
Stanislaus,11.3975,4.315,31.7025,4.5875
Marin,10.8875,4.7,36.51,3.85
San Luis Obispo,10.2575,4.4275,34.4025,3.6275
Monterey,9.69,2.64,33.745,4.845
San Diego,9.0925,5.59,14.5675,2.0125
Ventura,8.74,3.075,21.8075,3.73
Shasta,8.0025,2.18,42.63,4.0025
California,7.8905,6.7125,9.21675,0.625
Butte,7.4525,2.03,39.7,3.7275
Alameda,7.095,2.685,15.365,2.85
Los Angeles,6.7575,4.685,9.4525,1.16
El Dorado,6.545,1.7825,34.8725,3.2725
Fresno,4.58,1.245,15.94,2.29
Santa Barbara,4.5,1.225,23.9725,2.25
Orange,4.2625,2.0825,8.4775,1.345
Solano,3.925,1.07,20.91,1.9625
Contra Costa,3.125,1.35,10.4875,1.105
Sacramento,2.5075,1.0825,8.405,0.8875
Alpine,0.0,0.0,3099.9,0.0
Amador,0.0,0.0,109.49,0.0
Calaveras,0.0,0.0,85.15,0.0
Colusa,0.0,0.0,347.68,0.0
Del Norte,0.0,0.0,196.32,0.0
Glenn,0.0,0.0,242.21,0.0
Imperial,0.0,0.0,44.14,0.0
Inyo,0.0,0.0,274.27,0.0
Kings,0.0,0.0,65.58,0.0
Lassen,0.0,0.0,220.63,0.0
Mariposa,0.0,0.0,234.21,0.0
Merced,0.0,0.0,33.19,0.0
Modoc,0.0,0.0,486.66,0.0
Mono,0.0,0.0,386.27,0.0
Nevada,0.0,0.0,40.12,0.0
Placer,0.0,0.0,15.17,0.0
Plumas,0.0,0.0,210.79,0.0
San Benito,0.0,0.0,117.67,0.0
San Joaquin,0.0,0.0,10.29,0.0
San Mateo,0.0,0.0,8.84,0.0
Santa Clara,0.0,0.0,4.08,0.0
Santa Cruz,0.0,0.0,20.9,0.0
Sierra,0.0,0.0,1294.34,0.0
Siskiyou,0.0,0.0,94.78,0.0
Sutter,0.0,0.0,75.3,0.0
Tehama,0.0,0.0,94.32,0.0
Trinity,0.0,0.0,293.23,0.0
Tulare,0.0,0.0,19.4,0.0
Tuolumne,0.0,0.0,75.65,0.0
Yolo,0.0,0.0,38.33,0.0
Yuba,0.0,0.0,89.15,0.0
Unknown,,0.0,,
