county,rate,num1,num2,num3
Lassen,31.79,17.695,55.3475,8.2825
Lake,21.805,12.0775,36.445,5.7525
Plumas,19.265,8.32,46.845,6.81
Humboldt,15.1425,9.5725,23.09,3.2225
Trinity,14.67,3.995,51.09,7.335
Mendocino,13.74,7.4775,23.665,3.7775
Stanislaus,10.8975,8.2475,14.1475,1.45
Santa Cruz,10.7325,7.095,15.59,2.0525
Tuolumne,10.5825,4.5675,22.485,3.7425
Marin,10.2225,6.8075,14.91,1.9475
Butte,8.7625,5.315,13.6475,1.99
Ventura,7.8925,6.1,10.065,0.9775
Sacramento,7.74,6.34,9.3575,0.75
San Benito,7.39,2.6,18.445,3.1575
Glenn,7.235,1.97,25.19,3.615
Imperial,6.8525,3.975,11.79,1.7075
El Dorado,6.7875,3.8975,11.53,1.6875
San Joaquin,6.635,4.8275,8.9075,0.995
Fresno,6.56,4.9825,8.4825,0.8625
Nevada,6.15,2.43,13.2475,2.425
Sonoma,5.805,3.8675,8.4075,1.0975
San Luis Obispo,5.7575,3.28,9.445,1.46
Shasta,5.675,3.185,10.045,1.4875
San Diego,5.665,4.8425,6.59,0.435
Orange,5.625,4.805,6.5525,0.4375
Mariposa,5.49,1.495,29.24,2.745
Monterey,5.475,3.5675,8.165,1.1
Tulare,5.3025,3.385,7.965,1.0975
Amador,5.215,2.2525,17.49,1.8425
Kern,4.2075,2.9175,5.8875,0.72
Madera,4.18,1.58,9.055,1.68
Riverside,4.1725,3.3425,5.16,0.45
Solano,4.165,2.4625,6.63,0.9925
California,4.0775,3.8725,4.29,0.1075
Del Norte,3.545,0.965,18.885,1.7725
Kings,3.385,1.7325,7.38,1.015
Sutter,3.2925,0.9,9.4425,1.65
Contra Costa,2.9,1.9675,4.135,0.525
Yolo,2.6375,1.1025,5.95,0.9825
Placer,2.485,1.135,4.845,0.85
Merced,2.445,1.095,5.16,0.845
Los Angeles,2.28,1.9925,2.6025,0.155
San Bernardino,2.0775,1.495,2.8125,0.325
Santa Clara,2.01,1.3975,2.8025,0.3375
Tehama,1.6225,0.4425,8.65,0.8125
Napa,1.52,0.415,5.3,0.76
San Francisco,1.43,0.765,2.515,0.405
Alameda,1.385,0.8775,2.1125,0.295
San Mateo,0.87,0.33,1.88,0.35
Santa Barbara,0.735,0.2025,2.1075,0.3675
Alpine,0.0,0.0,289.1,0.0
Calaveras,0.0,0.0,8.01,0.0
Colusa,0.0,0.0,17.66,0.0
Inyo,0.0,0.0,20.08,0.0
Modoc,0.0,0.0,38.36,0.0
Mono,0.0,0.0,26.84,0.0
Sierra,0.0,0.0,107.74,0.0
Siskiyou,0.0,0.0,8.29,0.0
Yuba,0.0,0.0,5.33,0.0
Unknown,,0.0,,
