county,rate,num1,num2,num3
Lake,28.01,18.055,43.01,5.66
Lassen,20.4075,9.555,40.95,6.65
Humboldt,17.005,10.795,25.5,3.5375
Santa Cruz,16.6075,12.0725,22.2875,2.5
Amador,15.9875,6.305,34.42,6.305
Siskiyou,15.67,6.4075,32.2,5.8675
Calaveras,13.305,6.28,27.8025,4.4325
San Francisco,13.1075,10.765,15.82,1.2575
Tuolumne,12.785,5.23,26.27,4.79
Madera,11.835,7.235,18.4975,2.68
Modoc,10.53,2.87,56.09,5.265
San Joaquin,10.3525,8.1375,13.0025,1.2025
Ventura,10.2275,8.1725,12.64,1.1075
Butte,10.0,6.31,15.1,2.115
Shasta,9.5525,5.765,15.1125,2.2125
Colusa,9.35,2.55,32.565,4.675
San Diego,8.8175,7.81,9.915,0.5275
San Luis Obispo,8.48,5.51,12.5975,1.6975
Mendocino,7.9975,3.275,16.4425,2.995
Orange,7.4625,6.525,8.4925,0.4925
Monterey,7.355,5.03,10.41,1.3025
Trinity,7.2875,1.985,38.8175,3.6425
Mono,6.9425,1.8925,36.9825,3.47
Fresno,6.59,5.07,8.4325,0.8275
Inyo,5.435,1.48,28.9525,2.7175
Sutter,5.2825,2.55,11.6475,1.6625
Tulare,5.1375,3.3125,7.6575,1.04
Plumas,5.08,1.385,27.0625,2.54
Solano,5.04,3.205,7.6225,1.0575
California,5.0325,4.81,5.265,0.115
Sonoma,4.92,3.1875,7.2875,0.985
Riverside,4.825,3.965,5.8225,0.46
Sacramento,4.7375,3.6825,6.0075,0.57
Kern,4.705,3.44,6.3375,0.705
Nevada,4.05,1.425,10.1075,1.725
Kings,3.9475,1.7675,8.3325,1.365
Stanislaus,3.475,2.07,5.48,0.8125
Merced,3.465,1.65,6.52,1.1225
Contra Costa,3.375,2.3725,4.6675,0.5575
Santa Clara,3.365,2.5775,4.315,0.43
Tehama,3.16,0.86,11.005,1.58
Placer,3.0825,1.64,5.43,0.8775
San Bernardino,2.9075,2.22,3.7375,0.375
Napa,2.8975,1.6575,6.71,0.725
Imperial,2.8375,1.135,6.445,1.0825
Santa Barbara,2.8175,1.4875,4.8925,0.795
Alameda,2.805,2.035,3.77,0.425
El Dorado,2.7625,1.105,6.28,1.0575
Yolo,2.47,1.195,5.4475,0.7775
Los Angeles,2.365,2.07,2.6875,0.155
Marin,1.96,0.8225,4.4175,0.73
San Mateo,1.92,1.06,3.205,0.505
San Benito,1.78,0.485,9.475,0.89
Alpine,0.0,0.0,332.03,0.0
Del Norte,0.0,0.0,12.96,0.0
Glenn,0.0,0.0,13.08,0.0
Mariposa,0.0,0.0,20.28,0.0
Sierra,0.0,0.0,118.8,0.0
Yuba,0.0,0.0,5.08,0.0
Unknown,,0.0,,
