year,county,zipcode,rate,num1,num2,num3
2019,Fresno:,93625,14.84813227456,0.37592216185265,127.776210116832,14.84813227456
2019,Fresno:,93210,14.0102321468938,2.82457317845354,84.8687346312657,8.17246121801274
2019,Fresno:,93701,12.5813475293365,0.31853214093136,367.880543075105,12.5813475293365
2019,Fresno:,93721,10.8039840776811,0.27353319434405,255.272862316693,10.8039840776811
2019,Fresno:,California,7.9045,7.63075,8.18625,0.1425
2019,Fresno:,93728,7.31410914349783,0.18517721087122,117.617787747538,7.31410914349783
2019,Fresno:,93720,7.24858721723326,1.40870371966669,22.8686334702851,4.29774377680989
2019,Fresno:,93662,6.80908846458372,0.82448980139619,28.6258457412916,4.81497999653418
2019,Fresno:,93703,6.6982264302012,0.77593016451852,27.6769292952686,4.80289934712704
2019,Fresno:,93640,6.31284545440464,0.15982740904911,85.0911695234578,6.31284545440464
2019,Fresno:,93711,5.86766265181609,0.71053769284339,25.1997257857489,4.14918196006565
2019,Fresno:,93706,5.79811376278858,0.5888033745213,24.3165180352165,4.3240586757748
2019,Fresno:,93726,5.69118230126567,0.6347021464487,25.4387095932394,4.12858130852727
2019,Fresno:,Fresno,4.8575,3.575,6.505,0.705
2019,Fresno:,93612,4.80487247140951,0.58189234739793,22.1137673554987,3.39755790727023
2019,Fresno:,93611,4.47199286090632,0.47298883662829,18.1168389597929,3.29587212450817
2019,Fresno:,93727,3.85230061262509,1.04393372998439,11.898245901535,1.93224559469492
2019,Fresno:,93619,3.43486545440071,0.08696326402639,21.2337669927107,3.43486545440071
2019,Fresno:,93654,3.01036138813176,0.07621575158804,21.6553897492471,3.01036138813176
2019,Fresno:,93710,2.26768559056599,0.05741282835069,27.4063482854946,2.26768559056599
2019,Fresno:,93722,1.94268567639667,0.2294068025933,10.2191917097675,1.38467268335185
2019,Fresno:,93702,1.79210096908149,0.04537206822367,17.6355327057398,1.79210096908149
2019,Fresno:,00017,0.0,,,
2019,Fresno:,93234,0.0,0,0,0
2019,Fresno:,93242,0.0,0,0,0
2019,Fresno:,93602,0.0,0,0,0
2019,Fresno:,93608,0.0,0,0,0
2019,Fresno:,93609,0.0,0,110.192181783708,0
2019,Fresno:,93616,0.0,0,0,0
2019,Fresno:,93621,0.0,0,0,0
2019,Fresno:,93622,0.0,0,0,0
2019,Fresno:,93627,0.0,0,0,0
2019,Fresno:,93628,0.0,0,0,0
2019,Fresno:,93633,0.0,0,0,0
2019,Fresno:,93641,0.0,0,0,0
2019,Fresno:,93650,0.0,0,146.832718003749,0
2019,Fresno:,93651,0.0,0,0,0
2019,Fresno:,93652,0.0,0,6176.99787427928,0
2019,Fresno:,93656,0.0,0,80.6396589331499,0
2019,Fresno:,93657,0.0,0,14.1403710169089,0
2019,Fresno:,93660,0.0,0,0,0
2019,Fresno:,93664,0.0,0,6974.55410517807,0
2019,Fresno:,93667,0.0,0,455.10444912955,0
2019,Fresno:,93668,0.0,0,0,0
2019,Fresno:,93704,0.0,0,23.4956040514906,0
2019,Fresno:,93723,0.0,0,53.6610726725235,0
2019,Fresno:,93725,0.0,0,23.0484995308928,0
2019,Fresno:,93730,0.0,0,0,0
2019,Fresno:,93741,0.0,,,
2019,Fresno:,95043,0.0,0,0,0
2019,Glenn:,95951,39.7951139046859,1.00752505255178,3195.35151940319,39.7951139046859
2019,Glenn:,California,7.9045,7.63075,8.18625,0.1425
2019,Glenn:,Glenn,3.305,3.6,24.3825,1.6525
2019,Glenn:,00047,0.0,,,
2019,Glenn:,95920,0.0,0,0,0
2019,Glenn:,95939,0.0,0,0,0
2019,Glenn:,95943,0.0,0,0,0
2019,Glenn:,95963,0.0,0,37.2970807763533,0
2019,Glenn:,95988,0.0,0,80.0646716061246,0
2019,Inyo:,Inyo,14.4675,24.96,53.555,5.12
2019,Inyo:,California,7.9045,7.63075,8.18625,0.1425
2019,Inyo:,92328,0.0,0,0,0
2019,Inyo:,92384,0.0,0,0,0
2019,Inyo:,92389,0.0,0,0,0
2019,Inyo:,93513,0.0,0,592.497841298458,0
2019,Inyo:,93526,0.0,0,0,0
2019,Inyo:,93545,0.0,0,508.646149027145,0
2019,Kern:,93240,94.8229710809082,19.5646986623797,309.115290609193,54.7333328969883
2019,Kern:,93516,55.9233768200163,1.41585731616226,490.019543271786,55.9233768200163
2019,Kern:,93283,40.3172958008663,1.02074555353215,932.558622069566,40.3172958008663
2019,Kern:,93305,36.7621879956281,19.6365910058961,65.855067516775,10.1516189126179
2019,Kern:,93308,28.0221068050069,15.6862253938852,47.1781612268376,7.23356769559388
2019,Kern:,93225,26.6638799087662,0.67507099164631,222.214063166549,26.6638799087662
2019,Kern:,93268,20.4593717818311,3.88060093938496,65.7194018934708,12.2591615046624
2019,Kern:,93301,19.9925831387385,2.12650987449869,85.9921056381054,14.7101473453957
2019,Kern:,93505,19.2220788495947,3.80476798820356,111.132577505419,11.3051616934547
2019,Kern:,93312,17.5973385980069,8.41034331688576,34.0731531885314,5.58619632920188
2019,Kern:,93536,17.5749028716959,9.24872728850857,31.1979486782079,4.9525261287585
2019,Kern:,93309,14.0200863846012,6.32986372152423,29.1644953373258,4.73668226373434
2019,Kern:,93307,13.7610652491237,6.81430009819148,28.1911125032639,4.19004402671382
2019,Kern:,Kern,12.785,10.54,15.425,1.2025
2019,Kern:,93561,12.3414481280488,3.81753056946157,34.2752208743545,5.70366127938366
2019,Kern:,93314,12.2059125763997,2.49926601521136,46.5757053275509,7.07010232561714
2019,Kern:,93241,11.0065435131534,1.1716766594672,87.9300763995141,8.09642591561455
2019,Kern:,93285,10.9970355761417,0.27842083511316,819.446374630914,10.9970355761417
2019,Kern:,93313,10.1223304574228,3.53371883546212,29.5838149026292,4.29560737762399
2019,Kern:,93306,9.63557432804986,3.30858692762759,23.6527678566605,4.13984339538901
2019,Kern:,93304,9.58420837010654,3.06946065088988,26.2891249907276,4.32706251747287
2019,Kern:,California,7.9045,7.63075,8.18625,0.1425
2019,Kern:,93263,6.77669252184297,0.17157100003659,42.7159560389259,6.77669252184297
2019,Kern:,93215,5.98487322687221,1.6155455243227,19.2113494775589,3.00866973541292
2019,Kern:,93311,2.55410774020257,0.06466440933764,16.9521855049297,2.55410774020257
2019,Kern:,00016,0.0,,,
2019,Kern:,93203,0.0,0,0,0
2019,Kern:,93205,0.0,0,0,0
2019,Kern:,93206,0.0,0,1211.71920735957,0
2019,Kern:,93224,0.0,0,0,0
2019,Kern:,93226,0.0,0,0,0
2019,Kern:,93238,0.0,0,0,0
2019,Kern:,93243,0.0,0,0,0
2019,Kern:,93249,0.0,0,0,0
2019,Kern:,93250,0.0,0,208.204961969391,0
2019,Kern:,93251,0.0,0,0,0
2019,Kern:,93252,0.0,0,1015.67721847628,0
2019,Kern:,93255,0.0,0,0,0
2019,Kern:,93276,0.0,0,0,0
2019,Kern:,93280,0.0,0,37.5311258916681,0
2019,Kern:,93287,0.0,0,0,0
2019,Kern:,93461,0.0,0,2031.35443695255,0
2019,Kern:,93501,0.0,0,184.105139539671,0
2019,Kern:,93518,0.0,0,1039.72476261039,0
2019,Kern:,93519,0.0,0,0,0
2019,Kern:,93523,0.0,0,0,0
2019,Kern:,93524,0.0,0,0,0
2019,Kern:,93527,0.0,0,0,0
2019,Kern:,93528,0.0,0,0,0
2019,Kern:,93531,0.0,0,0,0
2019,Kern:,93554,0.0,0,0,0
2019,Kern:,93560,0.0,0,46.8930094525656,0
2019,Kings:,California,7.9045,7.63075,8.18625,0.1425
2019,Kings:,93212,6.93341582343683,0.77879706961833,40.3965595191138,5.0188155851362
2019,Kings:,Kings,1.065,0.585,5.025,0.5325
2019,Kings:,93202,0.0,0,210.140114167506,0
2019,Kings:,93204,0.0,0,179.237156201696,0
2019,Kings:,93230,0.0,0,7.62592330157936,0
2019,Kings:,93239,0.0,0,0,0
2019,Kings:,93245,0.0,0,15.7731031794993,0
2019,Kings:,93266,0.0,0,0,0
2019,Kings:,93451,0.0,0,200.197078816722,0
2019,Lake:,95464,236.668796129134,49.9363428765452,756.047100162349,135.20188672479
2019,Lake:,95457,97.8159988206616,5.36873332422339,675.616419014772,84.9021424129671
2019,Lake:,95467,50.2865546977349,5.35888564662539,207.934473666831,36.9791373587453
2019,Lake:,95461,46.7735100075563,1.18420274512257,653.490603504671,46.7735100075563
2019,Lake:,Lake,32.4575,19.9775,51.4175,7.1875
2019,Lake:,95422,32.3955436381089,12.5932655302435,85.0083194468312,12.6105876520668
2019,Lake:,95453,26.1736121700032,3.3072265245379,123.772376931673,18.2560463813591
2019,Lake:,95451,18.8561628423616,2.12619598667038,88.4636749577943,13.6331947960277
2019,Lake:,95458,17.2824494671779,0.4375537371082,536.165436702436,17.2824494671779
2019,Lake:,California,7.9045,7.63075,8.18625,0.1425
2019,Lake:,00048,0.0,,,
2019,Lake:,95423,0.0,0,0,0
2019,Lake:,95443,0.0,0,0,0
2019,Lake:,95485,0.0,0,926.874150785929,0
2019,Lake:,95493,0.0,0,0,0
2019,Lassen:,96130,40.3647958391184,16.0540746620873,90.2616510644821,15.4037189049918
2019,Lassen:,Lassen,23.4725,9.8175,51.53,8.71
2019,Lassen:,California,7.9045,7.63075,8.18625,0.1425
2019,Lassen:,00012,0.0,,,
2019,Lassen:,00019,0.0,,,
2019,Lassen:,96056,0.0,0,0,0
2019,Lassen:,96109,0.0,0,1235.28350478021,0
2019,Lassen:,96113,0.0,0,0,0
2019,Lassen:,96117,0.0,0,0,0
2019,Lassen:,96119,0.0,0,0,0
2019,Lassen:,96121,0.0,0,0,0
2019,Lassen:,96123,0.0,0,0,0
2019,Lassen:,96128,0.0,0,0,0
2019,Lassen:,96132,0.0,0,0,0
2019,Lassen:,96136,0.0,0,0,0
2019,Los Angeles:,90021,175.14884404883,11.8202996960648,1045.560681582,145.186123707362
2019,Los Angeles:,93553,93.027314348362,2.35524768196601,1680.81070104575,93.027314348362
2019,Los Angeles:,90014,76.120194112615,27.53674542706,4568.94154528904,31.4309323697382
2019,Los Angeles:,93532,61.1496017623981,1.54817387573619,391.804492787038,61.1496017623981
2019,Los Angeles:,90013,49.6823866206227,22.0712837809812,1462.7922545193,17.0686261335695
2019,Los Angeles:,90028,42.1112511961706,21.8703716247223,109.868057418804,12.0761421368014
2019,Los Angeles:,93510,37.0553911496476,4.1622669313588,156.282309218108,26.8228515944099
2019,Los Angeles:,91105,31.2952753631218,6.40562915789846,109.5267469681,18.1303757183148
2019,Los Angeles:,90212,28.8058654240307,5.68821678603181,88.6973134575769,16.9595954495723
2019,Los Angeles:,90015,27.7570409600755,8.84862877443712,77.7686173713275,12.5712639439519
2019,Los Angeles:,91403,24.3271682706284,5.8104520326594,69.7410819094106,13.0758121653503
2019,Los Angeles:,90073,24.2621542836882,0.61426456343964,4555.91457677263,24.2621542836882
2019,Los Angeles:,90061,22.6607961083083,8.26099609178652,55.5299295879023,9.30027420567355
2019,Los Angeles:,90670,21.5071492481675,5.78366861022542,60.6289836887947,10.8355375017745
2019,Los Angeles:,90402,21.4274670332188,2.39587617346505,112.573671341738,15.5320098450827
2019,Los Angeles:,90069,21.2440824973013,7.11124435717296,165.711935062552,9.2982880314467
2019,Los Angeles:,91311,21.2036134492982,9.09729354264117,44.5075291304253,7.54254343824747
2019,Los Angeles:,91024,20.7439651996336,0.52519172775711,115.577976606405,20.7439651996336
2019,Los Angeles:,90046,20.7128689661904,11.0755437511992,51.6232371268743,5.7113663544728
2019,Los Angeles:,90248,19.179790752946,2.06099710987911,80.4836058966666,14.0695431541451
2019,Los Angeles:,90040,18.5205412758163,2.09771062464835,78.3502421028636,13.3722637655713
2019,Los Angeles:,93536,17.5749028716959,9.24872728850857,31.1979486782079,4.9525261287585
2019,Los Angeles:,90036,17.1082582586547,6.1728955478374,48.6480485135525,7.07861594443928
2019,Los Angeles:,91367,17.0029570309065,7.10689588283449,36.5582875987383,6.2015612144179
2019,Los Angeles:,93534,16.8170779119826,6.09792541956648,37.7472450317209,6.93118029733643
2019,Los Angeles:,90005,16.2850884500297,6.83744111490921,36.9559832219752,5.91463801633749
2019,Los Angeles:,90039,16.1422581635309,4.84941276534796,46.1489308786288,7.60346252591899
2019,Los Angeles:,90502,16.000305210314,1.89181890827443,67.0058135653599,11.399904229161
2019,Los Angeles:,91351,15.9311427432045,5.17107495998381,42.4278356647036,7.12627429009266
2019,Los Angeles:,90249,15.91099211149,2.93530082816692,50.3156506243044,9.64701285879262
2019,Los Angeles:,90057,15.6161553017216,6.95886768637472,32.0278268962252,5.34805094548233
2019,Los Angeles:,90405,15.5438146936381,3.50644530487796,50.8444297177429,8.59940148574218
2019,Los Angeles:,90277,15.2991190021577,4.4783786179413,41.9827299673631,7.32565246744875
2019,Los Angeles:,90713,14.9227135176821,4.79782964642629,40.9505317333754,6.71929539829798
2019,Los Angeles:,90755,14.5079926730025,1.7554509310816,82.0126622569297,10.2615508071492
2019,Los Angeles:,91040,14.086649558865,2.87837504909985,55.9386253292532,8.16722157661729
2019,Los Angeles:,90807,13.5150528721133,3.63139347065087,37.7177965500187,6.81232604582012
2019,Los Angeles:,90266,13.4716555606816,1.63147998707274,48.6642518965406,9.52589900076741
2019,Los Angeles:,91741,13.4157564008775,3.32056635106619,40.00145186079,7.07709115011936
2019,Los Angeles:,90241,13.350276001273,4.82474594165909,30.4287855327047,5.51675549002467
2019,Los Angeles:,90802,13.2734778202473,4.98698407892504,36.5948441153431,5.31673283932019
2019,Los Angeles:,90003,13.2699248384856,5.97890176555634,37.4145937534124,4.49287631332669
2019,Los Angeles:,91436,13.2683098163694,0.33592452020691,73.9262906973043,13.2683098163694
2019,Los Angeles:,90630,13.246556946352,4.53850338840755,31.95213077166,5.70052171511493
2019,Los Angeles:,91324,13.2110358737961,2.6694491875486,41.5859520810113,7.6984591070478
2019,Los Angeles:,90731,13.1555875185565,5.94515334748071,26.446583222289,4.44022080808752
2019,Los Angeles:,90304,13.044535699418,2.62887848533133,98.7865542368881,7.61045725392653
2019,Los Angeles:,91767,12.7537612805246,5.0220555755013,27.917221461851,4.90978074507421
2019,Los Angeles:,90278,12.4866248676312,4.55267602566721,33.0626065209964,5.12406493221138
2019,Los Angeles:,91387,12.2889123965298,3.98595899193045,35.7626343591345,5.49980826316773
2019,Los Angeles:,90222,12.2115530076954,3.25938268354736,41.1187936463535,6.17883651969419
2019,Los Angeles:,90717,12.0866613600964,2.45552109049784,42.7762789920619,7.02602179866158
2019,Los Angeles:,91792,12.0015524575627,3.20107210241793,34.3804934299919,6.07502929248425
2019,Los Angeles:,90026,11.8104718711874,5.14218223724295,24.8278932527604,4.14087523958148
2019,Los Angeles:,90274,11.6084769016838,0.29390118918689,64.6782936081332,11.6084769016838
2019,Los Angeles:,90022,11.5782754340831,4.89423919681107,23.9293497515978,4.1781878944771
2019,Los Angeles:,91020,11.3103458737112,0.28635316506652,104.49344224734,11.3103458737112
2019,Los Angeles:,90401,11.305794538064,0.28623793522454,524.399310359007,11.305794538064
2019,Los Angeles:,90710,11.2117534704184,2.2983762193252,34.5108914364805,6.49080354835925
